"CUSTOMER_ID","CUSTOMER_NAME","CUSTOMER_NUMBER","CUSTOMER_TYPE","CUSTOMER_STATUS","SALES_REP","DEFAULT_INVOICE_EMAIL_ADDRESS","CREATED_DATE"
175025,"Andalucia Nuts","0000000560","Standard","Regular","Mark Pohlkamp","JOHNNY@ANDALUCIANUTS.COM",2023-12-14
177027,"Eagle Beverage Products","0000000577","Standard","Regular","Mark Pohlkamp","accounts@Eagle-Beverage.com",2024-03-20
181411,"ProAmerica 360","0000000602","Standard","Regular","Mark Pohlkamp","Hello@proamerica360.com;bryce@proamerica360.com",2024-05-20
175320,"Endless West","0000000568","Standard","Regular","Mark Pohlkamp","carrie.m@endlesswest.com",2024-01-18
177169,"Bachans","0000000584","Standard","Regular","Mark Pohlkamp","bachansap@bill.com",2024-03-28
177240,"Mi Rancho","0000000586","Standard","Regular","Mark Pohlkamp","",2024-04-04
177242,"Galena Roasters","0000000587","Standard","Regular","Mark Pohlkamp","",2024-04-04
174906,"Bioriginal","0000000556","Standard","Regular","Mark Pohlkamp","",2023-12-05
174382,"Maple Bourbon","0000000550","Standard","Regular","Mark Pohlkamp","info@maplebourbonrva.com",2023-10-24
175060,"The International Academy of Wine and Food","0000000562","Standard","Regular","Mark Pohlkamp","",2023-12-19
175472,"Foods Alive","0000000572","Standard","Regular","Mark Pohlkamp","",2024-02-01
125208,"Miss Mary's Mix Inc.","0000000524","Standard","Regular","Mark Pohlkamp","rtimm@missmarysmix.com",2023-06-29
125112,"Sugar Llamas","0000000518","Standard","Regular","Mark Pohlkamp","djones@sugarllamas.com",2023-06-21
175053,"Caruso Foods","0000000561","Standard","Regular","Mark Pohlkamp","CarusoInvoices@carusologistics.com",2023-12-18
275400,"Vitality","0000000801","Standard","Regular","Mark Pohlkamp","retailers@vitality.ca",2025-11-24
273545,"Tahitian Gold Co","0000000757","Standard","Regular","Mark Pohlkamp","matai@tahitiangoldco.com;accounting@tahitiangoldco.com",2025-09-11
273592,"Olivarez Honey","0000000759","Standard","Regular","Mark Pohlkamp","sheldon@ohbees.com;ap@ohbees.com",2025-09-12
274119,"Center For Cause Awareness","0000000781","Standard","Regular","Mark Pohlkamp","Geoffrey.Schaber@outlook.com",2025-10-03
197252,"Spot On","0000000668","Retail","Regular","Mark Pohlkamp","admin@spoton3pl.com",2025-02-20
223188,"KEX Consulting","0000000703","Agency","Regular","Mark Pohlkamp","scott@kexconsulting.com",2025-05-08
226323,"KEX Consultants","0000000715","Agency","Regular","Mark Pohlkamp","design@kexconsulting.com",2025-06-16
94907,"Sugarland Distilling Company","0000000496","Craft Beer","Regular","Mark Pohlkamp","accounting@sugarlands.com",2023-04-20
94287,"Wild Ohio Brewery","0000000481","Craft Beer","Regular","Mark Pohlkamp","jacob.augustin@wildohiobrewing.com",2023-03-03
94312,"Alematic Brewery","0000000483","Craft Beer","Regular","Mark Pohlkamp","mike@alematicbrewing.com",2023-03-06
283651,"cbp partner api","0000000923","Craft Beer","Regular","Mark Pohlkamp","rosidi7941@acanok.com",2026-05-15
284398,"henabis comp","0000000947","Craft Beer","Regular","Mark Pohlkamp","henabis724@aratrin.com",2026-06-16
197218,"Saint Benedicts Brew Works","0000000665","Craft Beer","Regular","Mark Pohlkamp","",2025-02-19
223013,"Beaver Dam Brewing","0000000701","Craft Beer","Regular","Mark Pohlkamp","kevinmbasso@gmail.com",2025-05-01
223689,"Wildrose Brewing","0000000705","Craft Beer","Regular","Mark Pohlkamp","d2@wildrosebrewing.com",2025-05-28
223918,"cocoon brewing","0000000714","Craft Beer","Regular","Mark Pohlkamp","mike@cocoonbrewing.com",2025-06-11
187019,"Howards Creek","0000000622","Craft Beer","Regular","Mark Pohlkamp","",2024-08-29
187012,"Dead Low Brewing","0000000621","Craft Beer","Regular","Mark Pohlkamp","hello@deadlowbrewing.com",2024-08-28
125202,"Lock 15 Brewing","0000000523","Craft Beer","Regular","Mark Pohlkamp","",2023-06-28
275497,"Derive Brewing Co.","0000000804","Craft Beer","Regular","Mark Pohlkamp","adam@derivebeer.com",2025-12-01
94308,"Sahah Naturals","0000000482","Private Label","Regular","Mark Pohlkamp","accounting@sahahnaturals.com;lking@sahahnaturals.com",2023-03-06
222646,"STPCA (dba Sun Ten Laboratories)","0000000691","Private Label","Regular","Mark Pohlkamp","jchang@sunten.com",2025-04-10
187309,"Leroux Creek Food Corp.","0000000630","Private Label","Regular","Mark Pohlkamp","Bookkeeper@lerouxcreek.com;Sarah@lerouxcreek.com",2024-09-25
181668,"FreshBev Solutions","0000000607","Private Label","Regular","Mark Pohlkamp","ryan@freshbevco.com",2024-06-07
177261,"Icelandirect","0000000588","Private Label","Regular","Mark Pohlkamp","AP@icelandirect.com",2024-04-05
181378,"Freedom Packers","0000000601","Private Label","Regular","Mark Pohlkamp","Accounting@FreedomPackers.com;hello@freedompackers.com",2024-05-16
273958,"Southern Classic Food Group","0000000776","Private Label","Regular","Mark Pohlkamp","AP@southernclassicfood.com",2025-09-26
222542,"Mountain Meadow Herbs","0000000684","Brand-Direct","Regular","Mark Pohlkamp","billing@mmherbs.com;purchases@mmherbs.com",2025-04-04
223827,"Dvine Cookies","0000000710","Brand-Direct","Regular","Mark Pohlkamp","rebecca@dvinecookies.com",2025-06-05
223720,"AMF Pharma","0000000707","Brand-Direct","Regular","Mark Pohlkamp","arcman.acct@arcmanusa.com",2025-05-30
222468,"Omne Diem","0000000682","Brand-Direct","Regular","Mark Pohlkamp","accounting@omnediem.com",2025-03-31
223749,"Choice Products","0000000708","Brand-Direct","Regular","Mark Pohlkamp","amyb@choice-products.com",2025-06-02
222517,"Bianchi Candle","0000000683","Brand-Direct","Regular","Mark Pohlkamp","nic@bianchicandleco.com",2025-04-03
222858,"Nana's Special Sauce","0000000696","Brand-Direct","Regular","Mark Pohlkamp","ron@nanasspecialsauce.com",2025-04-23
94043,"Capital Nutrition","0000000476","Brand-Direct","Regular","Mark Pohlkamp","mhart@capitalnutrition.ca",2023-02-13
95130,"Shake This","0000000501","Brand-Direct","Regular","Mark Pohlkamp","admin@shakethis.com;kent@shakethis.com",2023-05-05
282754,"Boombox Beverages","0000000892","Brand-Direct","Regular","Mark Pohlkamp","steph@boomboxbeverage.com",2026-04-13
197266,"Crave Inc.","0000000669","Brand-Direct","Regular","Mark Pohlkamp","customerservice@craveco.com",2025-02-21
197214,"EatUP Original","0000000664","Brand-Direct","Regular","Mark Pohlkamp","management@eatuporiginal.com",2025-02-19
223706,"Aroma Retail","0000000706","Brand-Direct","Regular","Mark Pohlkamp","mike@aromaretail.com;purchasing@aromaretail.com",2025-05-29
223868,"Blue Green Gaia","0000000711","Brand-Direct","Regular","Mark Pohlkamp","hello@bluegreengaia.com",2025-06-09
197171,"Karmalize Me","0000000661","Brand-Direct","Regular","Mark Pohlkamp","amit@karmalize.me",2025-02-15
197211,"Brecx","0000000663","Brand-Direct","Regular","Mark Pohlkamp","finance@brecx.com",2025-02-18
222572,"Mary Mack's","0000000686","Brand-Direct","Regular","Mark Pohlkamp","jimFAKE@marymacks.com",2025-04-07
186542,"CUATRO MAMAS","0000000613","Brand-Direct","Regular","Mark Pohlkamp","Nancy@cuatromamas.com",2024-07-16
188062,"Frontier Co-op","0000000645","Brand-Direct","Regular","Mark Pohlkamp","",2024-12-02
177131,"Connect Roasters","0000000581","Brand-Direct","Regular","Mark Pohlkamp","billing@connectroasters.com",2024-03-26
175332,"Columbus Vegetable Oils","0000000570","Brand-Direct","Regular","Mark Pohlkamp","acctpayable@cvoils.com;JHinrichs@CVOils.com",2024-01-19
275794,"Refuah V'Chesed","0000000813","Brand-Direct","Regular","Mark Pohlkamp","mendel@capitalnutrition.ca",2025-12-11
275801,"Genesis Factors","0000000814","Brand-Direct","Regular","Mark Pohlkamp","jeffclarke@genesisfactors.com",2025-12-12
255376,"Blue Collar Nutrition","0000000717","Brand-Direct","Regular","Mark Pohlkamp","brock@blue-collarnutrition.com",2025-06-21
255702,"505 Spirits","0000000718","Brand-Direct","Regular","Mark Pohlkamp","anna@505spirits.com",2025-07-01
255774,"Sara's Gelato","0000000719","Brand-Direct","Regular","Mark Pohlkamp","jonathan@sarasgelato.com",2025-07-06
226406,"Luna Bakery Cafe","0000000716","Brand-Direct","Regular","Mark Pohlkamp","grace.schlemFAKE@gmail.com",2025-06-19
274099,"The Sweet Spigot","0000000779","Brand-Direct","Regular","Mark Pohlkamp","sweetspigot@gmail.com",2025-10-03
274666,"Appalachian Botanical","0000000788","Brand-Direct","Regular","Mark Pohlkamp","jsheppard@appalachianbotanical.com",2025-10-23
273503,"South Beach Syrups","0000000753","Brand-Direct","Regular","Mark Pohlkamp","michael@southbeachsyrup.com",2025-09-10
273949,"Free Bean","0000000775","Brand-Direct","Regular","Mark Pohlkamp","adam@freebean.co",2025-09-26
275129,"Evolution Salt","0000000796","Brand-Direct","Regular","Mark Pohlkamp","lexi@evolutionsalt.com",2025-11-12
273853,"East Wind Nut Butters","0000000770","Brand-Direct","Regular","Mark Pohlkamp","Thorsen@eastwindnutbutters.com",2025-09-23
273877,"Zatural","0000000772","Brand-Direct","Regular","Mark Pohlkamp","zeb@zatural.com",2025-09-24
279247,"The Green Coffee Company","0000000831","Brand-Direct","Regular","Mark Pohlkamp","wayne.d@gcc-coffee.com",2026-01-21
281190,"Uncle Jammy's &amp; Co.","0000000846","Brand-Direct","Regular","Mark Pohlkamp","jamal@unclejammys.com",2026-02-12
280844,"Once Again Nut Butter","0000000838","Brand-Direct","Regular","Mark Pohlkamp","cclark@onceagain.com",2026-02-03
89255,"ReversedOut","0000000458","Standard","Special","Mark Pohlkamp","adam@reversedout.com",2022-10-05
273729,"SEPTA","0000000762","Broker","Regular","Darrin Day","WHerzog@septa.org cojackson@septa.org",2025-09-18
1084,"Matrix Media","0000000043","Standard","Regular","Darrin Day","vsowell@matrixmediaservices.com;production@matrixmediaservices.com",2016-01-15
1411,"Outfront Media Boston","0000000250","Standard","Regular","Darrin Day","invoices@outfront.com",2018-08-22
2188,"Delta Media","0000000271","Standard","Regular","Darrin Day","Invoice@deltaoohmedia.com",2018-10-19
1377,"Visual Print Group","0000000220","Standard","Regular","Darrin Day","kaylee@visualgroupllc.com",2017-10-25
1419,"Outdoor Imaging","0000000256","Standard","Regular","Darrin Day","vendor@oiproduction.com",2018-09-19
1421,"Mad Outdoor Inc","0000000258","Standard","Regular","Darrin Day","dmalay@aol.com",2018-09-19
2184,"Reagan Outdoor Advertising","0000000267","Standard","Regular","Darrin Day","Indy_Purchasing@reaganusa.com",2018-10-15
6404,"Street Media Group","0000000279","Standard","Regular","Darrin Day","michelle.hanson@streetmediagroup.com",2019-01-08
29211,"Henderson Sign Co.","0000000293","Standard","Regular","Darrin Day","saleshendersonsigns@gmail.com",2019-04-22
30791,"Brooklyn Outdoor","0000000308","Standard","Regular","Darrin Day","finance@brooklynoutdoor.com",2019-08-06
29123,"ABM Aviation","0000000285","Standard","Regular","Darrin Day","paul.harvey@abm.com",2019-03-08
29225,"Massive Media","0000000294","Standard","Regular","Darrin Day","ap@massivemediainc.com",2019-04-26
29530,"Street Speak Media, LLC","0000000305","Standard","Regular","Darrin Day","kernwt@streetspeakmedia.com",2019-07-12
29466,"Interstate Outdoor Advertising","0000000304","Standard","Regular","Darrin Day","nelstein@interstateoutdoor.com",2019-06-24
29243,"Fowler Printing & Graphics, Inc.","0000000296","Standard","Regular","Darrin Day","Joanne@fowlerprinting.com",2019-05-03
35859,"REMAX Marketing Fund, LLC","0000000322","Standard","Regular","Darrin Day","",2019-11-07
30912,"Design Communincations Ltd.","0000000315","Standard","Regular","Darrin Day","invoices@dclboston.com",2019-08-29
31042,"American Outdoor","0000000317","Standard","Regular","Darrin Day","americanoutdooradv@gmail.com",2019-10-03
36579,"Schoenfelder Renovations, Inc.","0000000327","Standard","Regular","Darrin Day","tiffany@schoenfelderrenovations.com",2019-12-20
36604,"Michigan Building Design & Services","0000000328","Standard","Regular","Darrin Day","mkuna92@yahoo.com",2020-01-13
39071,"Weaver Media, LLC","0000000340","Standard","Regular","Darrin Day","tracey@weavermedia.us;holly@weavermedia.us",2020-03-23
39020,"Side Car Media","0000000338","Standard","Regular","Darrin Day","susan.babin@sidecarmedia.com",2020-03-02
45805,"Tiffany Outdoor","0000000349","Standard","Regular","Darrin Day","barbara@tiffanyoutdoor.net",2020-07-31
60585,"Maerd Solutions, LLC","0000000370","Standard","Regular","Darrin Day","info@maerdworks.com",2021-04-16
60940,"TB3 Media","0000000375","Standard","Regular","Darrin Day","Trey@tb3media.com",2021-06-02
60445,"Veritas Media Group","0000000367","Standard","Regular","Darrin Day","production@veritasmediagroup.com",2021-03-30
59323,"LatinWorks dba THIRD EAR-Texas Lottery","0000000357","Standard","Regular","Darrin Day","kbrown@hrhtexas.com;tlipton@hrhtexas.com",2020-10-22
60365,"REMAX of Reading","0000000366","Standard","Regular","Darrin Day","sschirmer@goberkscounty.com",2021-03-19
94117,"Departure Media Airport Advertising","0000000479","Standard","Regular","Darrin Day","lhoopes@departure-media.com",2023-02-17
94460,"HaulerAds Corp. DBA Movia","0000000486","Standard","Regular","Darrin Day","philip@movia.media",2023-03-17
74088,"Drifted Iron Forge LLC","0000000405","Standard","Regular","Darrin Day","Driftediron@gmail.com",2022-02-18
70083,"K&R Solutions Group","0000000398","Standard","Regular","Darrin Day","accounting@krsolutionsgroup.com",2022-01-10
73764,"Steamatic of Connecticut, LLC","0000000402","Standard","Regular","Darrin Day","officemanager@steamaticct.com",2022-02-03
70311,"Dudak Production, Inc.","0000000400","Standard","Regular","Darrin Day","joe.dudak@dudakproductioninc.com",2022-01-28
74570,"Binca LLC","0000000407","Standard","Regular","Darrin Day","agaravito@bincaimaging.com",2022-03-02
282479,"LatinWorks dba THIRD EAR, Texas Lottery – TDLR - DONT USE","0000000883","Standard","Regular","Darrin Day","kbrown@hrhtexas.com;tlipton@hrhtexas.com",2026-04-01
93717,"Immortal Seats","0000000472","Standard","Regular","Darrin Day","michael.sorkin@immortalseats.com",2023-01-23
89751,"TALON","0000000463","Standard","Regular","Darrin Day","accountspayableus@talonoutdoor.com",2022-11-17
93216,"The Outdoor Link","0000000468","Standard","Regular","Darrin Day","michael@theoutdoorlink.com",2023-01-03
82580,"Kiosk","0000000453","Standard","Regular","Darrin Day","jeniffer@kiosk.tm",2022-08-15
82838,"Hiebing","0000000454","Standard","Regular","Darrin Day","mediainvoices@hiebing.com",2022-08-19
82920,"Wellcom US","0000000455","Standard","Regular","Darrin Day","accountspayable@wellcomww.com",2022-08-26
78535,"3 Birds Print LLC","0000000441","Standard","Regular","Darrin Day","accounting@3birdsprint.com",2022-06-10
78723,"JRT Realty Group, Inc.","0000000445","Standard","Regular","Darrin Day","kelly.moriwaki@jrtrealty.com",2022-06-29
222765,"Kelley's Signs, Inc.","0000000693","Standard","Regular","Darrin Day","kelleysigns@atmc.net",2025-04-17
195844,"The Hyland Effect, LLC","0000000647","Standard","Regular","Darrin Day","brigg@hylandeffect.com",2024-12-20
195970,"Christian Aid Ministries","0000000648","Standard","Regular","Darrin Day","billboard.invoices@camoh.org",2024-12-30
197245,"NMB Media","0000000666","Standard","Regular","Darrin Day","frank@nmbmedia.com",2025-02-20
180862,"In Plaza Advertising, INC","0000000594","Standard","Regular","Darrin Day","curr123955@aol.com",2024-04-24
174766,"Big City Outdoor, LLC","0000000553","Standard","Regular","Darrin Day","Abe@BigCityOutdoor.com",2023-11-20
175219,"Single Source Printing","0000000567","Standard","Regular","Darrin Day","doloresb@singlesourceus.com",2024-01-09
125068,"MCG Print, LLC","0000000514","Standard","Regular","Darrin Day","sean@mcgprint.com",2023-06-19
175131,"Verde Outdoor","0000000564","Standard","Regular","Darrin Day","vogap@verdeoutdoor.com",2024-01-02
256489,"Cornerstone Equipment","0000000734","Standard","Regular","Darrin Day","Matt.Behne@KyCornerstone.com",2025-08-01
274154,"Envisionit Agency","0000000782","Standard","Regular","Darrin Day","accounting@envisionitagency.com",2025-10-06
281854,"Inline Media","0000000859","Standard","Regular","Darrin Day","bduffy@inlinemedia.com",2026-03-09
282005,"Clear Channel Outdoor","0000000864","Standard","Regular","Darrin Day","clearchannel.image@send2image.com",2026-03-16
281329,"GASKILL SIGNS, INC.","0000000850","Standard","Regular","Darrin Day","kimberlygaskill@yahoo.com",2026-02-17
280827,"Emico Media","0000000837","Standard","Regular","Darrin Day","accounting@emicomedia.com",2026-02-03
276160,"Outfront-Columbus, OH","0000000826","Agency","Regular","Darrin Day","invoices@outfront.com",2026-01-06
273636,"Outfront-New Jersey","0000000760","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-15
273469,"Outfront-Nashville","0000000751","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-09
273466,"Outfront-Louisville","0000000749","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-09
273793,"Outfront-Atlanta","0000000765","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-22
273467,"Outfront-Memphis","0000000750","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-09
273835,"Outfront-Virginia","0000000767","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-23
273872,"Outfront-North Carolina","0000000771","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-24
274762,"Interboro Signs & Electric Inc.","0000000790","Agency","Regular","Darrin Day","cindy@interborosigns.com",2025-10-28
273849,"Outfront-Detroit","0000000769","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-23
273783,"Outfront-Hartford/New Haven","0000000764","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-22
273794,"CANCEL","0000000766","Agency","Regular","Darrin Day","invoices@outfront.com",2025-09-22
281528,"Outfront-Minnesota","0000000855","Agency","Regular","Darrin Day","invoices@outfront.com",2026-02-23
45669,"Big Buck Brewery","0000000347","Craft Beer","Regular","Darrin Day","shawn.s@bigbuckbrewery.com",2020-06-25
125023,"Kuhnhenn Brewing Co","0000000513","Craft Beer","Regular","Darrin Day","kbrewery@gmail.com",2023-06-14
1261,"OOHA Wilkins","0000000158","Broker","Regular","Ralph Garraffa","AP@wilkinsmedia.com;sseepaul@wilkinsmedia.com;cecily@wilkinsmedia.com",2016-12-08
1402,"Project X Media","0000000245","Broker","Regular","Ralph Garraffa","billing@pjxmedia.com;bookkeeping@pjxmedia.com;production@pjxmedia.com",2018-05-01
1063,"AF Graphics","0000000022","Standard","Regular","Ralph Garraffa","timcrom59@aol.com",2016-01-15
1091,"NYC ADS Co","0000000050","Standard","Regular","Ralph Garraffa","Benpohk@gmail.com;ben@nycadsco.com;lenny@nycadsco.com",2016-01-15
1104,"Ralph G","0000000063","Standard","Regular","Ralph Garraffa","rgarraffa@ltlco.com",2016-01-15
1285,"Spanish Broadcasting Systems","0000000170","Standard","Regular","Ralph Garraffa","sl7214@aol.com",2017-01-12
1392,"JC Decaux","0000000235","Standard","Regular","Ralph Garraffa","",2018-01-09
1408,"Mile Marker","0000000247","Standard","Regular","Ralph Garraffa","ap@milemarkeragency.com",2018-07-03
1309,"Inspiria Media","0000000182","Standard","Regular","Ralph Garraffa","rram@inspiriaoutdoor.com;aseraita@inspiriaoutdoor.com",2017-03-02
29454,"Power Media Advertising Inc","0000000303","Standard","Regular","Ralph Garraffa","accounting@powermedianyc.com",2019-06-20
28575,"All Color Printers","0000000282","Standard","Regular","Ralph Garraffa","accounting@allcolorprinters.com",2019-02-20
29369,"Insite Street Media","0000000301","Standard","Regular","Ralph Garraffa","accountspayable@insitesm.com",2019-06-05
35921,"American Media","0000000324","Standard","Regular","Ralph Garraffa","mike@americanmediabillboards.com",2019-12-04
284838,"Banzai Spa NYC","0000000967","Standard","Regular","Ralph Garraffa","banzaispamd@outlook.com",2026-07-07
282750,"F.Y. Eye","0000000891","Standard","Regular","Ralph Garraffa","andrea@fyeye.org",2026-04-13
284170,"Spektor Law","0000000942","Standard","Regular","Ralph Garraffa","dmitris@spektorlaw.com;rima@spektorlaw.com",2026-06-04
282320,"Mark M Basichas & Associates","0000000875","Standard","Regular","Ralph Garraffa","alekseyfeygin@adbokat.com",2026-03-26
282325,"Aguwa and Metu, PC","0000000876","Standard","Regular","Ralph Garraffa","aguwametu@aguwametu.com",2026-03-26
283062,"Brilla Schools Network","0000000901","Standard","Regular","Ralph Garraffa","Christy.penalo@setonpartners.com;Rachelly.crime@setonpartners.org",2026-04-22
283455,"NY Surf School","0000000916","Standard","Regular","Ralph Garraffa","nysurfschool@gmail.com",2026-05-07
78794,"Graf Media Group","0000000448","Standard","Regular","Ralph Garraffa","Winnie@grafmediagroup.com",2022-07-08
77495,"iCatch Media","0000000414","Standard","Regular","Ralph Garraffa","abraham@icatchmedia.com",2022-03-22
196315,"StarLite Media","0000000654","Standard","Regular","Ralph Garraffa","Parcala@starlitemedia.com;Shussain@starlitemedia.com;DSullivan@starlitemedia.com",2025-01-23
221906,"Insite Street Media-National Team","0000000678","Standard","Regular","Ralph Garraffa","accountspayable@insitesm.com",2025-03-14
276132,"MAS Events","0000000824","Standard","Regular","Ralph Garraffa","maseventsnyc@gmail.com",2026-01-05
275669,"P Victory","0000000809","Standard","Regular","Ralph Garraffa","PVictoryServices@gmail.com",2025-12-08
275723,"Express Media","0000000811","Standard","Regular","Ralph Garraffa","expressmedia2202@gmail.com",2025-12-09
275670,"DX Agency","0000000810","Standard","Regular","Ralph Garraffa","JMichelson@DXAgency.com",2025-12-08
